epoch,t_total_s,train_gpu,train_rmse,train_mae,train_er,val_rmse,val_mae,val_er,u_rmse,u_mae,u_er
124,110.232196,58.267470,1.44602e-02,7.88196e-04,5.23637e+00,1.46944e-02,7.93328e-04,5.51479e+00,1.46049e-02,8.03465e-04,5.73842e+00
125,111.006896,58.731920,1.40897e-02,7.54497e-04,5.10220e+00,1.43239e-02,7.60381e-04,5.37572e+00,1.42296e-02,7.69441e-04,5.59095e+00
126,111.770950,59.199064,1.37295e-02,7.22734e-04,4.97178e+00,1.39624e-02,7.29271e-04,5.24006e+00,1.38643e-02,7.37321e-04,5.44743e+00
127,112.547206,59.677743,1.33787e-02,6.92830e-04,4.84473e+00,1.36091e-02,6.99952e-04,5.10748e+00,1.35081e-02,7.07039e-04,5.30748e+00
128,113.328633,60.161517,1.30362e-02,6.64707e-04,4.72071e+00,1.32631e-02,6.72344e-04,4.97763e+00,1.31600e-02,6.78520e-04,5.17070e+00
129,114.090903,60.637700,1.27010e-02,6.38304e-04,4.59934e+00,1.29236e-02,6.46377e-04,4.85019e+00,1.28190e-02,6.51695e-04,5.03670e+00
130,114.836054,61.095975,1.23723e-02,6.13537e-04,4.48029e+00,1.25895e-02,6.21968e-04,4.72483e+00,1.24841e-02,6.26487e-04,4.90513e+00
131,115.644796,61.589342,1.20490e-02,5.90334e-04,4.36324e+00,1.22603e-02,5.99040e-04,4.60128e+00,1.21545e-02,6.02824e-04,4.77562e+00
132,116.409273,62.070241,1.17305e-02,5.68613e-04,4.24789e+00,1.19353e-02,5.77526e-04,4.47928e+00,1.18293e-02,5.80630e-04,4.64786e+00
133,117.170868,62.556498,1.14160e-02,5.48287e-04,4.13400e+00,1.16137e-02,5.57328e-04,4.35862e+00,1.15080e-02,5.59826e-04,4.52160e+00
134,117.928815,63.040843,1.11050e-02,5.29273e-04,4.02137e+00,1.12953e-02,5.38366e-04,4.23912e+00,1.11898e-02,5.40334e-04,4.39659e+00
135,118.715267,63.544022,1.07970e-02,5.11483e-04,3.90985e+00,1.09797e-02,5.20570e-04,4.12068e+00,1.08745e-02,5.22068e-04,4.27269e+00
136,119.490749,64.046591,1.04918e-02,4.94838e-04,3.79934e+00,1.06667e-02,5.03864e-04,4.00321e+00,1.05617e-02,5.04944e-04,4.14978e+00
137,120.267443,64.540954,1.01893e-02,4.79255e-04,3.68978e+00,1.03563e-02,4.88182e-04,3.88671e+00,1.02512e-02,4.88890e-04,4.02781e+00
138,121.046870,65.031258,9.88943e-03,4.64651e-04,3.58119e+00,1.00486e-02,4.73434e-04,3.77122e+00,9.94316e-03,4.73817e-04,3.90677e+00
139,121.823100,65.530875,9.59237e-03,4.50943e-04,3.47362e+00,9.74373e-03,4.59557e-04,3.65680e+00,9.63762e-03,4.59644e-04,3.78672e+00
140,122.574892,66.010900,9.29837e-03,4.38060e-04,3.36716e+00,9.44209e-03,4.46466e-04,3.54360e+00,9.33487e-03,4.46295e-04,3.66776e+00
141,123.324337,66.485955,9.00783e-03,4.25925e-04,3.26194e+00,9.14411e-03,4.34091e-04,3.43177e+00,9.03529e-03,4.33704e-04,3.55006e+00
142,124.105679,66.995985,8.72121e-03,4.14476e-04,3.15815e+00,8.85031e-03,4.22376e-04,3.32151e+00,8.73935e-03,4.21805e-04,3.43378e+00
143,124.870392,67.487535,8.43907e-03,4.03651e-04,3.05598e+00,8.56132e-03,4.11271e-04,3.21305e+00,8.44763e-03,4.10536e-04,3.31916e+00
144,125.673253,67.991542,8.16203e-03,3.93390e-04,2.95566e+00,8.27778e-03,4.00715e-04,3.10664e+00,8.16075e-03,3.99835e-04,3.20644e+00
145,126.443637,68.477993,7.89076e-03,3.83635e-04,2.85743e+00,8.00040e-03,3.90668e-04,3.00254e+00,7.87939e-03,3.89649e-04,3.09589e+00
146,127.225223,68.979266,7.62596e-03,3.74337e-04,2.76154e+00,7.72992e-03,3.81067e-04,2.90103e+00,7.60431e-03,3.79928e-04,2.98781e+00
147,128.014478,69.482192,7.36835e-03,3.65461e-04,2.66825e+00,7.46709e-03,3.71873e-04,2.80238e+00,7.33623e-03,3.70629e-04,2.88248e+00
148,128.843501,70.028710,7.11864e-03,3.56967e-04,2.57782e+00,7.21262e-03,3.63067e-04,2.70688e+00,7.07591e-03,3.61720e-04,2.78020e+00
149,129.641494,70.536553,6.87752e-03,3.48826e-04,2.49051e+00,6.96723e-03,3.54608e-04,2.61479e+00,6.82409e-03,3.53175e-04,2.68125e+00
150,130.444795,71.039792,6.64564e-03,3.41018e-04,2.40654e+00,6.73157e-03,3.46473e-04,2.52635e+00,6.58148e-03,3.44971e-04,2.58593e+00
151,131.256192,71.555153,6.42360e-03,3.33523e-04,2.32613e+00,6.50624e-03,3.38653e-04,2.44178e+00,6.34874e-03,3.37083e-04,2.49448e+00
152,132.072512,72.082153,6.21192e-03,3.26319e-04,2.24948e+00,6.29176e-03,3.31161e-04,2.36129e+00,6.12646e-03,3.29494e-04,2.40715e+00
153,132.866944,72.589651,6.01104e-03,3.19390e-04,2.17674e+00,6.08853e-03,3.23984e-04,2.28502e+00,5.91514e-03,3.22188e-04,2.32412e+00
154,133.677758,73.109592,5.82128e-03,3.12721e-04,2.10802e+00,5.89687e-03,3.17095e-04,2.21309e+00,5.71521e-03,3.15151e-04,2.24556e+00
155,134.475918,73.622043,5.64287e-03,3.06302e-04,2.04341e+00,5.71696e-03,3.10459e-04,2.14557e+00,5.52697e-03,3.08379e-04,2.17160e+00
156,135.295123,74.136063,5.47590e-03,3.00133e-04,1.98295e+00,5.54886e-03,3.04085e-04,2.08248e+00,5.35059e-03,3.01867e-04,2.10230e+00
157,136.083290,74.623705,5.32034e-03,2.94212e-04,1.92662e+00,5.39249e-03,2.97979e-04,2.02379e+00,5.18611e-03,2.95622e-04,2.03767e+00
158,136.890492,75.144313,5.17600e-03,2.88543e-04,1.87435e+00,5.24760e-03,2.92141e-04,1.96942e+00,5.03344e-03,2.89644e-04,1.97769e+00
159,137.693086,75.659211,5.04260e-03,2.83127e-04,1.82604e+00,5.11387e-03,2.86566e-04,1.91923e+00,4.89234e-03,2.83931e-04,1.92225e+00
160,138.497580,76.176439,4.91970e-03,2.77964e-04,1.78154e+00,4.99080e-03,2.81252e-04,1.87304e+00,4.76245e-03,2.78490e-04,1.87121e+00
161,139.323373,76.679511,4.80679e-03,2.73055e-04,1.74065e+00,4.87782e-03,2.76202e-04,1.83064e+00,4.64326e-03,2.73320e-04,1.82438e+00
162,140.075062,77.157149,4.70322e-03,2.68405e-04,1.70315e+00,4.77424e-03,2.71425e-04,1.79176e+00,4.53417e-03,2.68424e-04,1.78152e+00
